id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-BB-121,Melee,Buster Blade,Murakumo EX,14,283,421,0,0,0,0,2,M-BB-120,"Reassurance IV, Team Tactics III",96000,M-BB-120,Generic Compound Core:1
M-BB-122,Melee,Buster Blade,Twin Antennae,5,90,210,0,0,0,0,1,-,Mighty Force I,4200,-,Chaotic Gun:1|Chaotic Moss:1|Chaotic Tektite:1|Chaotic horn:1|Chaotic Toxin:1
M-BB-123,Melee,Buster Blade,Twin Antennae II,6,106,250,0,0,0,0,1,M-BB-122,Mighty Force II,4160,M-BB-122,Chaotic Gun:1|Chaotic Moss:1|Chaotic tektite:1|Chaotic horn:1|Chaotic Claw:1
M-BB-124,Melee,Buster Blade,Twin Antennae N,7,128,301,0,0,0,0,1,M-BB-123,Mighty Force III,7760,M-BB-123,Chaotic Claw:1|Chaotic Gun:1|Chaotic Eye:1|Chaotic Toxin:1|Chaotic Tektite:1
M-BB-125,Melee,Buster Blade,Twin Antennae X,8,140,329,0,0,0,0,1,M-BB-124,Mighty Force IV,8800,M-BB-124,Chaotic Claw:1|Chaotic Gun:1|Chaotic Eye:1|Chaotic Lichen:1|Chaotic Spark Gun:1
M-BB-126,Melee,Buster Blade,Holy Antennae,10,179,419,0,0,0,0,1,M-BB-125,"Mighty Force IV, Big Eater I",13600,M-BB-125,Abyssal Bone:1|Abyssal Horn:1|Lucifer Lichen:1|Chaotic Eye:1|Abyssal Claw:1
M-BB-127,Melee,Buster Blade,Holy Antennae II,12,192,450,0,0,0,0,1,M-BB-126,"Mighty Force IV, Big Eater II",40800,M-BB-126,Abyssal Bone:1|Abyssal Horn:1|Oracle Lucent Crystal:1|Chaotic Eye:1|Chaotic Toxin:1
M-BB-128,Melee,Buster Blade,Holy Antennae N,13,204,477,0,0,0,0,1,M-BB-127,"Mighty Force IV, Big Eater III",52000,M-BB-127,Abyssal Bone:1|Abyssal Horn:1|Titanium Superalloy:1|Chaotic Eye:1|Abyssal Crystal:1
M-BB-129,Melee,Buster Blade,Holy Antennae EX,14,211,494,0,0,0,0,1,M-BB-128,"Mighty Force IV, Big Eater IV",96000,M-BB-128,Generic Compound Core:1
M-BB-130,Melee,Buster Blade,Twin Antennae Spk,8,140,329,0,0,0,1,0,M-BB-124,Mighty Force IV,8800,M-BB-124,Chaotic Spark Gun:1|Chaotic Lichen:1|Chaotic Claw:1|Chaotic Eye:1|Chaotic Tektite:1
M-BB-131,Melee,Buster Blade,Twin Antennae Spk II,10,179,419,0,0,0,1,0,M-BB-130,"Mighty Force IV, Big Eater II",13600,M-BB-130,Lucifer Shooter:1|Lucifer Lichen:1|Abyssal Claw:1|Chaotic Eye:1|Lucifer Poison:1
M-BB-132,Melee,Buster Blade,Twin Antennae Spk N,11,186,435,0,0,0,1,0,M-BB-131,"Mighty Force IV, Big Eater III",16000,M-BB-131,Lucifer Shooter:1|Lucifer Lichen:2|Abyssal Claw:1|Lucifer Oculus:1|Lucifer Poison:1
M-BB-133,Melee,Buster Blade,Twin Antennae Spk EX,14,211,494,0,0,0,1,0,M-BB-132,"Mighty Force IV, Big Eater IV",96000,M-BB-132,Generic Compound Core:1
M-BB-134,Melee,Buster Blade,Gross Beil,6,243,104,0,0,0,1,1,-,Main Dish I,5200,-,Emperor Skull:3|Emperor Mane:2|Emperor Claw:1|Emperor Fang:2|Damascus Steel:1
M-BB-135,Melee,Buster Blade,Gross Beil II,7,301,128,0,0,0,1,1,M-BB-134,Main Dish II,7760,M-BB-134,Emperor Skull:3|Emperor Wing:2|Emperor Fang:2|Emperor Claw:1|Pure Damascus:1
M-BB-136,Melee,Buster Blade,Gross Beil N,9,375,160,0,0,0,1,1,M-BB-135,Main Dish III,9600,M-BB-135,Emperor Mane:3|Imperial Wing:3|Imperial Claw:1|Emperor Redstone:1|Pure Damascus:2
M-BB-137,Melee,Buster Blade,Riesig Beil,10,419,179,0,0,0,1,1,M-BB-136,"Main Dish III, Great Devourer I",13600,M-BB-136,Emperor Mane:3|Imperial Wing:3|Imperial Claw:1|Imperial Crown:1|Orichalcum:1
M-BB-138,Melee,Buster Blade,Riesig Beil II,11,435,186,0,0,0,1,1,M-BB-137,"Main Dish III, Great Devourer II",16000,M-BB-137,Emperor Redstone:1|Imperial Wing:1|Imperial Claw:2|Imperial Crown:1|Orichalcum:1
M-BB-139,Melee,Buster Blade,Riesig Beil N,13,477,204,0,0,0,1,1,M-BB-138,"Main Dish III, Great Devourer III",52000,M-BB-138,Emperor Pelt:3|Imperial Claw:2|Emperor Incisor:2|Emperor Amethyst:1|Mana Orb:2
M-BB-140,Melee,Buster Blade,Riesig Beil EX,14,494,211,0,0,0,1,1,M-BB-139,"Main Dish III, Great Devourer IV",96000,M-BB-139,Generic Compound Core:1
M-BB-141,Melee,Buster Blade,Kongou Crusher,7,0,411,0,0,0,0,1,-,Advice II,9700,-,Hanuman Mesh:2|Simian Armor+:2|Simian Fragment:2|Hanuman Redstone:1|Simian Power Tail:1
M-BB-142,Melee,Buster Blade,Kongou Crusher II,9,0,529,0,0,0,0,1,M-BB-141,Advice III,9600,M-BB-141,Hanuman Mask:1|Hanuman Spark Armor:1|Hanuman Femur:1|Howler Plumage:1|Oracle Freeze Stone:1
M-BB-143,Melee,Buster Blade,Guardian Crusher,11,0,614,0,0,0,0,1,M-BB-142,Advice IV,16000,M-BB-142,Hanuman Mask:1|Hanuman Spark Armor:1|Hanuman Femur:1|Howler Ambrosia:1|Oracle Freeze Stone:1
M-BB-144,Melee,Buster Blade,Guardian Crusher II,13,0,674,0,0,0,0,1,M-BB-143,Advice V,52000,M-BB-143,Hanuman Cowl:1|Hanuman Forcefield:2|Hanuman Hematite:1|Howler Plumage:2|Ultra-Pure Mistle:1
M-BB-145,Melee,Buster Blade,Guardian Crusher EX,14,0,697,0,0,0,0,1,M-BB-144,Advice VI,96000,M-BB-144,Generic Compound Core:1
M-BB-146,Melee,Buster Blade,Evil One,7,124,295,0,0,1,0,0,-,Brute Hand I,9700,-,Draconic Horn:2|Basilisk Redstone:1|Titanium Alloy:2|Garuda Blade:2|Wukong Armor+:2
M-BB-147,Melee,Buster Blade,Evil One II,9,160,380,0,0,1,0,0,M-BB-146,Brute Hand II,9600,M-BB-146,Yin-Yang Ingot:2|Yin-Yang Carver:1|Yin-Yang Sash:1|Yin-Yang Halo:1|Draconic Horn:1
M-BB-148,Melee,Buster Blade,Evil One N,11,186,442,0,0,1,0,0,M-BB-147,Brute Hand III,16000,M-BB-147,Helios Ingot:2|Aragami Talon:2|Draconic Horn:2|Helios Raiment:1|Helios Crystal:1
M-BB-149,Melee,Buster Blade,Evil One X,12,192,456,0,0,1,0,0,M-BB-148,Brute Hand IV,40800,M-BB-148,Abyssal Horn:1|Hanuman Mask:1|Zinjifrah:1|Basilisk Ice Armor:1|Basilisk Amethyst:1
M-BB-150,Melee,Buster Blade,Evil One EX,14,211,501,0,0,1,0,0,M-BB-149,Bruta Hand IV,96000,M-BB-149,Generic Compound Core:1
M-BB-151,Melee,Buster Blade,Straight Claymore,7,124,295,0,0,0,1,0,-,Solo Endeavor I,9700,-,Simian Fragment:1|Raven Wing:1|Serpent Soft Iron:1|Basilisk Redstone:1
M-BB-152,Melee,Buster Blade,Straight Claymore II,9,160,380,0,0,0,1,0,M-BB-151,Solo Endeavor II,9600,M-BB-151,Howler Plumage:1|Raven Mask:1|Serpent Soft Iron:1|Draconic Tallow:1|Wyrm Amethyst:1
M-BB-153,Melee,Buster Blade,Ruin Claymore,11,186,442,0,0,0,1,0,M-BB-152,Solo Endeavor III,16000,M-BB-152,Howler Plumage:1|Raven Spark Gun:1|Holy Serpent Guard:1|Draconic Horn:1|Draconic Amethyst:1
M-BB-154,Melee,Buster Blade,Ruin Claymore II,13,204,484,0,0,0,1,0,M-BB-153,Solo Endeavor IV,52000,M-BB-153,Hanuman Cowl:1|Raven Storm Blade:1|Serpent Soft Steel:1|Hanuman Hematite:1|Basilisk Hematite:1
M-BB-155,Melee,Buster Blade,Dispeller,14,211,501,0,0,0,1,0,M-BB-154,Solo Endeavor IV,96000,M-BB-154,Generic Compound Core:1
M-BB-156,Melee,Buster Blade,Serpent Warblade,7,210,210,0,2,0,0,0,-,Major Step I,9700,-,Serpent Armor:1|Serpent Soft Iron:1|Serpent Horn:1|Serpent Helm:1|Serpent Fang:1
M-BB-157,Melee,Buster Blade,Serpent Warblade II,8,237,237,0,2,0,0,0,M-BB-156,Major Step II,8800,M-BB-156,Serpent Armor:1|Serpent Soft Iron:2|Serpent Horn:1|Serpent Helm:1|Refractory Alloy:1
M-BB-158,Melee,Buster Blade,Serpent Warblade N,9,270,270,0,2,0,0,0,M-BB-157,Major Step III,9600,M-BB-157,Holy Serpent Guard:2|Serpent Blaze Helm:1|Serpent Blade Horn:1|Flaming Crystal:1|Serpent Armor:2
M-BB-159,Melee,Buster Blade,Serpent Warblade X,11,314,314,0,2,0,0,0,M-BB-158,"Major Step III, Polished Evasion I",16000,M-BB-158,Serpent Blaze Horn:1|Serpent Blade Fang:1|Holy Serpent Guard:2|Serpent Ambrosia:1|Serpent Armor:1
M-BB-160,Melee,Buster Blade,Serpent Warblade V,13,344,344,0,2,0,0,0,M-BB-159,"Major Step III, Polished Evasion II",52000,M-BB-159,Serpent Blaze Helm:1|Serpent Carapace:2|Flaming Crystal:1|Holy Serpent Guard:1|Serpent Soft Steel:1
M-BB-161,Melee,Buster Blade,Serpent Warblade EX,14,356,356,0,2,0,0,0,M-BB-160,"Major Step III, Polished Evasion III",96000,M-BB-160,Generic Compound Core:1
M-BB-162,Melee,Buster Blade,Phantom Warblade,10,302,302,0,1,0,0,1,M-BB-158,Major Step III,13600,M-BB-158,Phantom Armor:1|Phantom Cataphract:1|Phantom Helm:1|Seraphic Crystal:1|Phantom Horn:1
M-BB-163,Melee,Buster Blade,Phantom Warblade II,12,324,324,0,1,0,0,1,M-BB-162,"Major Step III, Polished Evasion I",40800,M-BB-162,Phantom Helm:2|Seraphic Crystal:1|Phantom Incisor:1|Phantom Cataphract:1|Inferno Barrel:2
M-BB-164,Melee,Buster Blade,Phantom Warblade V,13,344,344,0,1,0,0,1,M-BB-163,"Major Step III, Polished Evasion II",52000,M-BB-163,Phantom Ambrosia:1|Deific Crystal:1|Phantom Incisor:1|Phantom Lance:1|Phantom Arm Gauntlet:1
M-BB-165,Melee,Buster Blade,Phantom Warblade EX,14,356,356,0,1,0,0,1,M-BB-164,"Major Step III, Polished Evasion III",96000,M-BB-164,Generic Compound Core:1
M-BB-166,Melee,Buster Blade,Overmetal,10,0,800,0,0,0,0,0,-,Massive Bomb I,17000,-,Conqueror Gun:1|Anathema Frame:1|Conqueror Jade:1|Pure Damascus:1|Tool Steel:1
M-BB-167,Melee,Buster Blade,Overmetal II,11,0,896,0,0,0,0,0,M-BB-166,Massive Bomb II,16000,M-BB-166,Anathema Frame:1|Conqueror Gun:1|Conqueror Jade:1|Orichalcum:1|Refractory Alloy:1
M-BB-168,Melee,Buster Blade,Overmetal EX,14,0,999,0,0,0,0,0,M-BB-167,Massive Bomb III,96000,M-BB-167,Generic Compound Core:1
M-BB-169,Melee,Buster Blade,Inferno Slayer,10,404,169,0,1,0,0,1,-,Guard Support I,17000,-,Mana Crystal:1|Pure Mistle:1|Serpent Ambrosia:1|Flaming Crystal:1|Serpent Blaze Helm:1
M-BB-170,Melee,Buster Blade,Inferno Slayer II,11,429,179,0,1,0,0,1,M-BB-169,Guard Support II,16000,M-BB-169,Mana Crystal:2|Serpent Blaze Fang:1|Serpent Ambrosia:1|Flaming Crystal:1|Serpent Blaze Helm:1
M-BB-171,Melee,Buster Blade,Inferno Slayer N,13,470,197,0,1,0,0,1,M-BB-170,"Guard Support II, Trickster I",52000,M-BB-170,Mana Orb:1|Serpent Carapace:1|Serpent Soft Steel:1|Serpent Ambrosia:1|Flaming Crystal:1
M-BB-172,Melee,Buster Blade,Inferno Slayer EX,14,487,203,0,1,0,0,1,M-BB-171,"Guard Support II, Trickster II",96000,M-BB-171,Generic Compound Core:1
M-BB-173,Melee,Buster Blade,Icefire Slayer,10,404,169,0,1,1,0,0,-,Guard Support I,17000,-,Mana Crystal:1|Royal Ice Wing:1|Empress Wreath:1|Phoenix Bone:1|Phoenix Claw:1
M-BB-174,Melee,Buster Blade,Icefire Slayer II,11,429,179,0,1,1,0,0,M-BB-173,Guard Support II,16000,M-BB-173,Mana Crystal:2|Empress Fang:1|Royal Redstone:1|Phoenix Crown:1|Phoenix Claw:1
M-BB-175,Melee,Buster Blade,Icefire Slayer N,13,470,197,0,1,1,0,0,M-BB-174,"Guard Support II, Trickster I",52000,M-BB-174,Mana Orb:1|Royal Crystal Armor:1|Royal Amethyst:1|Garuda Edge:1|Phoenix Talon:1
M-BB-176,Melee,Buster Blade,Icefire Slayer EX,14,487,203,0,1,1,0,0,M-BB-175,"Guard Support II, Trickster II",96000,M-BB-175,Generic Compound Core:1
M-BB-177,Melee,Buster Blade,Thunder Slayer,10,404,169,0,0,0,1,1,-,Guard Support I,17000,-,Mana Crystal:1|Phantom Armor:1|Phantom Helm:1|Conqueror Armor:1|Conqueror Grease:1
M-BB-178,Melee,Buster Blade,Thunder Slayer II,11,429,179,0,0,0,1,1,M-BB-177,Guard Support II,16000,M-BB-177,Mana Crystal:2|Phantom Incisor:1|Phantom Ambrosia:1|Anathema Crown:1|Conqueror Grease:1
M-BB-179,Melee,Buster Blade,Thunder Slayer N,13,470,197,0,0,0,1,1,M-BB-178,"Guard Support II, Trickster I",52000,M-BB-178,Mana Orb:1|Phantom Arm Gauntlet:1|Deific Crystal:1|Conqueror Crown:1|Conqueror Grease:1
M-BB-180,Melee,Buster Blade,Thunder Slayer EX,14,487,203,0,0,0,1,1,M-BB-179,"Guard Support II, Trickster II",96000,M-BB-179,Generic Compound Core:1
M-BB-181,Melee,Buster Blade,Zero Slayer,10,404,169,0,0,1,0,1,-,Guard Support I,17000,-,Mana Crystal:1|Diablo Wing:1|Diablo Oculus:1|Boreas Rumbler:1|Ice King Armor:1
M-BB-182,Melee,Buster Blade,Zero Slayer II,11,429,179,0,0,1,0,1,M-BB-181,Guard Support II,16000,M-BB-181,Mana Crystal:2|Diablo Crown:1|Diablo Amethyst:1|Boreas Rumbler:1|Ares Alloy:1
M-BB-183,Melee,Buster Blade,Zero Slayer N,13,470,197,0,0,1,0,1,M-BB-182,"Guard Support II, Trickster I",52000,M-BB-182,Mana Orb:1|Diablo High Crown:1|Diablo Hematite:1|Wukong Hematite:1|Ice King Grease:1
M-BB-184,Melee,Buster Blade,Zero Slayer EX,14,487,203,0,0,1,0,1,M-BB-183,"Guard Support II, Trickster II",96000,M-BB-183,Generic Compound Core:1
M-BB-185,Melee,Buster Blade,Forbidden Fireblade,10,175,410,0,1,0,0,0,-,Stratagem,17000,-,Philosopher's Stone:1|Pure Mistle:1|Serpent Ambrosia:1|Phantom Armor:1|Phantom Cataphract:1
M-BB-186,Melee,Buster Blade,Forbidden Fireblade II,12,192,450,0,1,0,0,0,M-BB-185,"Stratagem, Special Guard I",40800,M-BB-185,Oracle Blaze Stone:1|Flame Sickle:1|Flame Cortex:1|Flaming Crystal:1|Holy Serpent Guard:1
M-BB-187,Melee,Buster Blade,Forbidden Fireblade EX,14,211,494,0,1,0,0,0,M-BB-186,"Strategem, Special Guard II",96000,M-BB-186,Generic Compound Core:1
M-BB-188,Melee,Buster Blade,Forbidden Holyblade,10,175,410,0,0,0,0,1,-,Stratagem,17000,-,Philosopher's Stone:1|Phantom Armor:1|Phantom Horn:1|Phantom Helm:1|Phantom Ambrosia:1
M-BB-189,Melee,Buster Blade,Forbidden Holyblade II,12,192,450,0,0,0,0,1,M-BB-188,"Stratagem, Special Guard I",40800,M-BB-188,Oracle Lucent Crystal:1|Witch Feathering:1|Witch Amethyst:1|Seraphic Crystal:1|Phantom Cataphract:1
M-BB-190,Melee,Buster Blade,Forbidden Holyblade EX,14,211,494,0,0,0,0,1,M-BB-189,"Stratagem, Special Guard II",96000,M-BB-189,Generic Compound Core:1
M-BB-191,Melee,Buster Blade,Forbidden Iceblade,10,175,410,0,0,1,0,0,-,Stratagem,17000,-,Philosopher's Stone:1|Royal Icewing:1|Empress Wreath:1|Boreas Rumbler:1|Ice King Armor:1
M-BB-192,Melee,Buster Blade,Forbidden Iceblade II,12,192,450,0,0,1,0,0,M-BB-191,"Stratagem, Special Guard I",40800,M-BB-191,Oracle Freeze Crystal:1|Royal Bone:1|Royal Redstone:1|wukong Amethyst:1|Ice King Grease:1
M-BB-193,Melee,Buster Blade,Forbidden Iceblade EX,14,211,494,0,0,1,0,0,M-BB-192,"Stratagem, Special Guard II",96000,M-BB-192,Generic Compound Core:1
M-BB-194,Melee,Buster Blade,Forbidden Boltblade,10,175,410,0,0,0,1,0,-,Stratagem,17000,-,Philosopher's Stone:1|Chimera Spark Fang:1|Volt Generator:1|Hanuman Femur:1|Howler Plumage:1
M-BB-195,Melee,Buster Blade,Forbidden Boltblade II,12,192,450,0,0,0,1,0,M-BB-194,"Stratagem, Special Guard I",40800,M-BB-194,Oracle Spark Crystal:1|Chimera Spark Claw:1|Chimera Redstone:1|Hanuman Spark Armor:1|Hanuman Amethyst:1
M-BB-196,Melee,Buster Blade,Forbidden Boltblade EX,14,211,494,0,0,0,1,0,M-BB-195,"Strategem, Special Guard II",96000,M-BB-195,Generic Compound Core:1
M-BB-197,Melee,Buster Blade,Valkyria,10,175,416,0,0,0,0,1,-,Tout Le Monde I,17000,-,Abyssal Gun:1|Goddess Crown:1|Titanium Alloy:1|Goddess Quill:1|Adamantite:1
M-BB-198,Melee,Buster Blade,Valkyria II,12,192,456,0,0,0,0,1,M-BB-197,Tout Le Monde II,40800,M-BB-197,Regina's Stone:1|Prince's Steel:1|Orichalcum:1|Goddess Quill:1|Philisopher's Stone:1
M-BB-199,Melee,Buster Blade,Valkyria N,13,204,484,0,0,0,0,1,M-BB-198,Tout Le Monde III,52000,M-BB-198,Yin-Yang Crown:1|Prince's Soul:1|Holy Jewel Steel:1|Goddess Crown:1|Mana Orb:1
M-BB-200,Melee,Buster Blade,Valkyria EX,14,211,501,0,0,0,0,1,M-BB-199,Tout Le Monde IV,96000,M-BB-199,Generic Compound Core:1
M-BB-201,Melee,Buster Blade,Mass Hammer,11,324,324,0,0,0,0,0,-,High Power I,20000,-,Spark Knight God Needle:1|Diablo Plague:1|Elder's Soul:1|Pure Silver:1|Oracle Lucent Stone:1
M-BB-202,Melee,Buster Blade,Mass Hammer II,12,337,337,0,0,0,0,0,M-BB-201,High Power II,40800,M-BB-201,Spark Knight Steel:1|Diablo Blight:1|Elder's Soul:1|Tungsten Superalloy:1|Oracle Lucent Crystal:1
M-BB-203,Melee,Buster Blade,Blauer Riese,14,370,370,0,0,0,0,0,M-BB-202,High Power III,96000,M-BB-202,Generic Compound Core:1
M-BB-204,Melee,Buster Blade,Alstroemeria,12,184,440,0,1,0,1,0,-,Goddess of Mercy,51000,-,Grace Asylum:2|Grace Starmetal:2|Grace Spire:2|Grace Jelly:2|Draconic Amethyst:1
M-BB-205,Melee,Buster Blade,Alstroemeria II,13,197,470,0,1,0,1,0,M-BB-204,"Goddess of Mercy, Goddess of War I",52000,M-BB-204,Grace Asylum:3|Grace Starmetal:2|Grace Spire:2|Refractor:2|Draconic Amethyst:1
M-BB-206,Melee,Buster Blade,Alstroemeria EX,14,203,487,0,1,0,1,0,M-BB-205,"Goddess of MErcy, Goddess of War II",96000,M-BB-205,Generic Compound Core:1
M-BB-207,Melee,Buster Blade,Belsol,13,555,97,0,0,2,0,0,-,Liberator I,65000,-,Bahamut Helm:1|Bahamut Blue Mail:1|Boreal Stone:1|Bahamut Sky Fang:1|Bahamut Manifer:1
M-BB-208,Melee,Buster Blade,Belsol EX,14,581,102,0,0,2,0,0,M-BB-207,Liberator II,96000,M-BB-207,Generic Compound Core:1
M-BB-209,Melee,Buster Blade,Wyvern Warblade,13,340,340,0,0,0,0,2,-,Major Step III,65000,-,Wyvern Helm:1|Dire Crystal:1|Wyvern Fang:1|Wyvern Gauntlet:1|Wyvern Stone:1
M-BB-210,Melee,Buster Blade,Wyvern Warblade EX,14,356,356,0,0,0,0,2,M-BB-209,"Major Step III, Polished Evasion III",96000,M-BB-209,Generic Compound Core:1
M-BB-211,Melee,Buster Blade,Invidia,14,491,209,0,0,0,0,2,-,"Great Devourer IV, Far East Champion",120000,-,Hades Crown:1|Hades Mane:1|Hades Wing:1|Hades Claw:1|Hades Redstone:1
M-BH-001,Melee,Boost Hammer,Pitohui Mallet,1,0,108,0,0,0,0,0,-,Deathflower I,350,-,Angel Shell:1|Imploder:1|Angel Fang:1
M-BH-002,Melee,Boost Hammer,Pitohui Mallet II,4,0,244,0,0,0,0,0,M-BH-001,Deathflower II,2800,M-BH-001,Angel Armor:1|Rough Barrel:1|Angel Fang:2|Poison Metal:1
M-BH-003,Melee,Boost Hammer,Paraponera Mallet,5,0,288,0,0,0,0,0,M-BH-002,Deathflower III,3360,M-BH-002,Angel Armor:2|Rough Barrel:1|Angel Fang:3|Imploder:1
M-BH-004,Melee,Boost Hammer,Paraponera Mallet II,7,0,401,0,0,0,0,0,M-BH-003,Death Flower IV,7760,M-BH-003,Angel Armor:2|Detector:1|Angel Fang:3|Imploder:1|Mahogany:1
M-BH-005,Melee,Boost Hammer,Slow Loris Mallet,9,0,499,0,0,0,0,0,M-BH-004,"Deathflower IV, Calamitous Deed I",9600,M-BH-004,Angel Armor:2|Savage Barrel:2|Angel Fang:1|Imploder:1|Tungsten Alloy:2
M-BH-006,Melee,Boost Hammer,Slow Loris Mallet II,12,0,599,0,0,0,0,0,M-BH-005,"Deathflower IV, Calamitous Deed II",40800,M-BH-005,Angel Bastion:2|Perceiver:1|Angel Incisor:1|Witch Eye:1|Detonator:1
M-BH-007,Melee,Boost Hammer,Slow Loris Mallet N,13,0,636,0,0,0,0,0,M-BH-006,"Deathflower IV, Calamitous Deed III",52000,M-BH-006,Angel Bastion:2|Perceiver:1|Angel Incisor:2|Witch Gown:1|Witch Diadem:1
M-BH-008,Melee,Boost Hammer,Slow Loris Mallet EX,14,0,658,0,0,0,0,0,M-BH-007,"Deathflower IV, Calamitous Deed IV",96000,M-BH-007,Generic Compound Core:1
M-BH-009,Melee,Boost Hammer,Botulinum Mallet,0,0,183,0,1,0,0,0,M-BH-001,Deathflower II,664,M-BH-001,Angel Shell:1|Wild Barrel:1|Blazing Mini-Barrel:1|Imploder:1
M-BH-010,Melee,Boost Hammer,Botulinum Mallet II,4,0,244,0,1,0,0,0,M-BH-009,Deathflower III,2800,M-BH-009,Lucifer Shell:1|Rough Barrel:1|Hot Barrel:1|Imploder:1
M-BH-011,Melee,Boost Hammer,Botulinum Mallet N,5,0,288,0,1,0,0,0,M-BH-010,Deathflower IV,3360,M-BH-010,Lucifer Shell:1|Rough Barrel:1|Hot Barrel:1|Imploder:1|Poison Metal:1
M-BH-012,Melee,Boost Hammer,Anisatum Mallet,7,0,401,0,1,0,0,0,M-BH-011,"Deathflower IV, Calamitous Deed I",7760,M-BH-011,Lucifer Shell:2|Rough Barrel:1|Hot Barrel:1|Imploder:1|Mahogany:1
M-BH-013,Melee,Boost Hammer,Anisatum Mallet II,8,0,438,0,1,0,0,0,M-BH-012,"Deathflower IV, Calamitous Deed II",8800,M-BH-012,Lucifer Shell:2|Sensor:1|Hot Barrel:1|Imploder:1|Mahogany:2
M-BH-014,Melee,Boost Hammer,Anisatum Mallet N,10,0,557,0,1,0,0,0,M-BH-013,"Deathflower IV, Calamitous Deed III",13600,M-BH-013,Lucifer Carapace:2|Savage Barrel:1|Inferno Barrel:1|Imploder:1|High-Speed Steel:1
M-BH-015,Melee,Boost Hammer,Yew Mallet,11,0,579,0,1,0,0,0,M-BH-014,"Deathflower IV, Calamitous Deed IV",16000,M-BH-014,Lucifer Carapace:3|Savage Barrel:3|Inferno Barrel:2|Imploder:2|Venom Metal:2
M-BH-016,Melee,Boost Hammer,Yew Mallet EX,14,0,658,0,1,0,0,0,M-BH-015,"Deathflower IV, Calamitous Deed IV",96000,M-BH-015,Generic Compound Core:1
M-BH-017,Melee,Boost Hammer,Irukandji Mallet,5,0,288,0,0,1,0,0,M-BH-002,Deathflower III,3360,M-BH-002,Lucifer Shell:1|Rough Barrel:1|Cold Barrel:1|Imploder:1
M-BH-018,Melee,Boost Hammer,Irukandji Mallet II,7,0,401,0,0,1,0,0,M-BH-017,Deathflower IV,7760,M-BH-017,Lucifer Shell:2|Rough Barrel:1|Freezing Barrel:1|Imploder:1|Coating Agent:1
M-BH-019,Melee,Boost Hammer,Gaboon Mallet,8,0,438,0,0,1,0,0,M-BH-018,"Deathflower IV, Calamitous Deed I",8800,M-BH-018,Lucifer Shell:2|Rough Barrel:2|Freezing Barrel:1|Imploder:1|Mahogany:1
M-BH-020,Melee,Boost Hammer,Gaboon Mallet II,10,0,557,0,0,1,0,0,M-BH-019,"Deathflower IV, Calamitous Deed II",13600,M-BH-019,Lucifer Carapace:2|Savage Barrel:1|Freezing Barrel:1|Imploder:1|Cryogenic Alloy:1
M-BH-021,Melee,Boost Hammer,Gaboon Chain Mallet,12,0,599,0,0,1,0,0,M-BH-020,"Deathflower IV, Calamitous Deed III",40800,M-BH-020,Lucifer Carapace:2|Savage Barrel:2|Arctic Barrel:1|Wukong Power Bone:1|Venom Metal:1
M-BH-022,Melee,Boost Hammer,Gaboon Chain Mallet II,13,0,636,0,0,1,0,0,M-BH-021,"Deathflower IV, Calamitous Deed IV",52000,M-BH-021,Lucifer Keep:3|Perceiverl:1|Cyro Barrel:1|Yin-Yang Scarft:1|Super Poison Metal:1
M-BH-023,Melee,Boost Hammer,Gaboon Chain Mallet EX,14,0,658,0,0,1,0,0,M-BH-022,"Deathflower IV, Calamitous Deed IV",96000,M-BH-022,Generic Compound Core:1
M-BH-024,Melee,Boost Hammer,Conus Mallet,5,0,288,0,0,0,1,0,M-BH-002,Deathflower III,3360,M-BH-002,Lucifer Shell:1|Rough Barrel:1|Low-Volt Barrel:1|Imploder:1
M-BH-025,Melee,Boost Hammer,Conus Mallet II,6,0,332,0,0,0,1,0,M-BH-024,Deathflower IV,4160,M-BH-024,Lucifer Shell:1|Rough Barrel:2|Low-Volt Barrel:1|Imploder:1|Poison Metal:1
M-BH-026,Melee,Boost Hammer,Belcher Mallet,7,0,401,0,0,0,1,0,M-BH-025,"Deathflower IV, Calamitous Deed I",7760,M-BH-025,Lucifer Shell:2|Rough Barrel:2|Sparking Barrel:1|Imploder:1|Mahogany:1
M-BH-027,Melee,Boost Hammer,Belcher Mallet II,10,0,557,0,0,0,1,0,M-BH-026,"Deathflower IV, Calamitous Deed II",13600,M-BH-026,Lucifer Carapace:2|Savage Barrel:3|Volt Barrel:1|Imploder:1|High-speed Steel:1
M-BH-028,Melee,Boost Hammer,Boomslang Mallet,11,0,579,0,0,0,1,0,M-BH-027,"Deathflower IV, Calamitous Deed III",16000,M-BH-027,Perceiver:2|Volt Barrel:2|Imploder:1|Tungsten Alloy:1
M-BH-029,Melee,Boost Hammer,Boomslash Mallet EX,14,0,658,0,0,0,1,0,M-BH-028,"Deathflower IV, Calamitous Deed IV",96000,M-BH-028,Generic Compound Core:1
M-BH-030,Melee,Boost Hammer,Hammer P,0,0,109,0,0,0,0,0,-,Hammerer I,350,-,Aragami Bone Chip:1|Angel Fang:1|Weak Tool Steel:1
M-BH-031,Melee,Boost Hammer,Hammer,1,0,111,0,0,0,0,0,M-BH-030,Hammerer II,280,M-BH-030,Pixie Shell:1|Impure Soft Iron:1
